"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.393447637557983398e-01,4.485542774200439453e-01,4.459301233291625977e-01,4.434280395507812500e-01,4.435337781906127930e-01,4.460916519165039062e-01,4.568856954574584961e-01,4.677603244781494141e-01,4.787161350250244141e-01,4.983947277069091797e-01,5.528194904327392578e-01,6.164783239364624023e-01,6.832456588745117188e-01,7.698260545730590820e-01,8.866511583328247070e-01,9.363273382186889648e-01
4.861170053482055664e-01,4.862738847732543945e-01,4.805834293365478516e-01,4.794201850891113281e-01,5.016400814056396484e-01,4.953683614730834961e-01,5.062671899795532227e-01,5.172454118728637695e-01,5.605784654617309570e-01,6.122882366180419922e-01,6.682578325271606445e-01,7.403938770294189453e-01,8.629728555679321289e-01,9.907757043838500977e-01,1.057243585586547852e+00,9.087537527084350586e-01
5.208244323730468750e-01,5.176641941070556641e-01,5.495773553848266602e-01,5.729383230209350586e-01,5.516753196716308594e-01,5.427393913269042969e-01,5.539834499359130859e-01,6.009056568145751953e-01,6.539516448974609375e-01,7.087552547454833984e-01,7.971400022506713867e-01,9.237154722213745117e-01,1.102724790573120117e+00,1.195618391036987305e+00,1.004037380218505859e+00,8.077650070190429688e-01
5.527043342590332031e-01,6.664365530014038086e-01,6.475557088851928711e-01,6.253035068511962891e-01,6.033518314361572266e-01,5.916174650192260742e-01,6.422750949859619141e-01,6.966918706893920898e-01,7.529116868972778320e-01,8.530894517898559570e-01,9.682537317276000977e-01,1.141205072402954102e+00,1.236595153808593750e+00,1.058350563049316406e+00,9.010007381439208984e-01,7.210690975189208984e-01
7.368113994598388672e-01,7.246906757354736328e-01,7.023621797561645508e-01,6.793698072433471680e-01,6.521087884902954102e-01,6.737648248672485352e-01,7.223803997039794922e-01,7.724081277847290039e-01,8.728765249252319336e-01,9.877811670303344727e-01,1.151904106140136719e+00,1.261021137237548828e+00,1.078393936157226562e+00,9.577380418777465820e-01,8.029725551605224609e-01,6.815211772918701172e-01
7.666827440261840820e-01,7.587918043136596680e-01,7.276320457458496094e-01,7.007369995117187500e-01,7.125765085220336914e-01,7.395168542861938477e-01,7.900422811508178711e-01,8.924616575241088867e-01,1.007090568542480469e+00,1.154277563095092773e+00,1.287621498107910156e+00,1.100270509719848633e+00,9.784855842590332031e-01,8.637626171112060547e-01,7.392866611480712891e-01,6.323593854904174805e-01
7.498569488525390625e-01,7.562663555145263672e-01,7.553467750549316406e-01,7.647973299026489258e-01,7.752573490142822266e-01,8.040879964828491211e-01,9.030066728591918945e-01,1.014189004898071289e+00,1.136175155639648438e+00,1.301244497299194336e+00,1.122044801712036133e+00,9.989974498748779297e-01,8.830850124359130859e-01,7.973837852478027344e-01,6.871058940887451172e-01,5.835940837860107422e-01
7.287769317626953125e-01,7.685184478759765625e-01,8.178110122680664062e-01,8.396964073181152344e-01,8.444994688034057617e-01,9.283610582351684570e-01,1.037827014923095703e+00,1.153506994247436523e+00,1.304471254348754883e+00,1.140838623046875000e+00,1.019721984863281250e+00,9.026076793670654297e-01,8.059334754943847656e-01,7.434599399566650391e-01,6.364904642105102539e-01,5.360841751098632812e-01
7.082660198211669922e-01,8.067690134048461914e-01,8.590327501296997070e-01,8.914277553558349609e-01,9.730901718139648438e-01,1.072582006454467773e+00,1.190235137939453125e+00,1.328958511352539062e+00,1.174958944320678711e+00,1.037707090377807617e+00,9.223330020904541016e-01,8.129105567932128906e-01,7.654982805252075195e-01,6.911540031433105469e-01,5.873937606811523438e-01,5.159163475036621094e-01
7.385560274124145508e-01,8.374700546264648438e-01,8.966386318206787109e-01,9.748873710632324219e-01,1.083900451660156250e+00,1.235044956207275391e+00,1.379604816436767578e+00,1.223627567291259766e+00,1.080079317092895508e+00,9.425579309463500977e-01,8.296401500701904297e-01,7.723190784454345703e-01,7.259684801101684570e-01,6.404173374176025391e-01,5.605235099792480469e-01,5.041143894195556641e-01
7.683048248291015625e-01,8.600969314575195312e-01,9.666157960891723633e-01,1.072565555572509766e+00,1.200216293334960938e+00,1.405276536941528320e+00,1.282214403152465820e+00,1.138905048370361328e+00,1.003274440765380859e+00,8.708310127258300781e-01,7.791661024093627930e-01,7.326364517211914062e-01,6.873236894607543945e-01,6.064430475234985352e-01,5.486179590225219727e-01,4.988220930099487305e-01
7.973779439926147461e-01,9.231051206588745117e-01,1.057280063629150391e+00,1.175074815750122070e+00,1.349159717559814453e+00,1.255681753158569336e+00,1.171336650848388672e+00,1.059050083160400391e+00,9.328693151473999023e-01,8.375817537307739258e-01,7.538902759552001953e-01,7.051252126693725586e-01,6.716252565383911133e-01,6.178742647171020508e-01,5.658515691757202148e-01,5.155016183853149414e-01
8.566296100616455078e-01,9.949334859848022461e-01,1.141304492950439453e+00,1.303425312042236328e+00,1.219528198242187500e+00,1.133767366409301758e+00,1.067885160446166992e+00,1.004036664962768555e+00,9.282656908035278320e-01,8.490226268768310547e-01,7.624387741088867188e-01,7.018182277679443359e-01,6.902277469635009766e-01,6.358786821365356445e-01,5.832768678665161133e-01,5.323667526245117188e-01
9.267925024032592773e-01,1.070518732070922852e+00,1.252380132675170898e+00,1.187934875488281250e+00,1.109706401824951172e+00,1.034275054931640625e+00,9.683047533035278320e-01,9.430705308914184570e-01,9.320667982101440430e-01,8.551087379455566406e-01,7.609333992004394531e-01,7.326442003250122070e-01,7.106922864913940430e-01,6.557784080505371094e-01,6.026273965835571289e-01,5.511825084686279297e-01
1.004790306091308594e+00,1.197309970855712891e+00,1.147347688674926758e+00,1.087036132812500000e+00,1.012986898422241211e+00,9.427381753921508789e-01,9.142373800277709961e-01,9.006837606430053711e-01,8.899201154708862305e-01,8.530204296112060547e-01,7.879694700241088867e-01,7.623651027679443359e-01,7.329062223434448242e-01,6.772792339324951172e-01,6.234380006790161133e-01,5.713251829147338867e-01
1.143376827239990234e+00,1.098045349121093750e+00,1.040776252746582031e+00,9.902602434158325195e-01,9.380662441253662109e-01,9.180023670196533203e-01,8.937300443649291992e-01,8.619822263717651367e-01,8.486930131912231445e-01,8.484941720962524414e-01,8.213984966278076172e-01,7.925957441329956055e-01,7.554085254669189453e-01,6.990593671798706055e-01,6.445189714431762695e-01,5.898277759552001953e-01
